,url,title,article,date,publisher,trust,avg_score
5790,www.volkskrant.nl/nieuws-achtergrond/barmhartig-rwanda-wil-vluchtelingen-opvangen-maar-het-is-ook-een-slim-opererende-donor-darling~bff9b23b/,"Barmhartig Rwanda wil vluchtelingen opvangen, maar het is ook een slim opererende donor darling","Rwanda biedt zich aan als opvangland voor gestrande Afrikaanse migranten.[1] 
Een daad van barmhartigheid door het land van genocide of zijn er andere motieven?[0]
Rwanda, het land waar tijdens de genocide in 1994 honderdduizenden mensen op de vlucht sloegen, presenteert zich sinds kort als de nieuwe opvanghaven voor gestrande Afrikaanse migranten.[1] 
De regering van president Paul Kagame wil tienduizenden nieuwkomers verwelkomen.[1] 
Uit barmhartigheid, zo klinkt het.[0] 
Maar experts zijn op hun hoede: Rwanda is niet alleen overbevolkt en economisch onderontwikkeld, het is ook een slim opererende donor darling met een politieke agenda.[1]
Wat is het Rwandese vluchtelingenplan?[0]
Rwanda kondigde vorige week aan bereid te zijn 30 duizend Afrikaanse asielzoekers op te nemen die onderweg naar Europa zijn gestrand in Libië.[1] 
Aanleiding waren schokkende beelden van de Amerikaanse nieuwszender CNN waarop migranten voor een paar honderd dollar van de hand worden gedaan op slavenmarkten.[1] 
'Met het oog op onze eigen geschiedenis, kunnen we niet zwijgen terwijl mensen slecht worden behandeld en geveild als vee', aldus het Rwandese ministerie van Buitenlandse Zaken.[1]",2017-11-29,vk,trusted,1
17538,https://www.ninefornews.nl/filmpje-minuten-global-warming-mythe/,In dit filmpje van 4 minuten vernietigen 4 klimaatwetenschappers de global warming-mythe,"In onderstaand filmpje van vier minuten vernietigen vier klimaatwetenschappers de global warming-mythe.[0] 
Tom Harris, directeur van de International Climate Science Coalition, verwees naar een uitspraak gedaan door de Canadese klimatoloog Tim Ball.[0] 
Die heeft gezegd dat het in de afgelopen 10.000 jaar vrijwel altijd warmer is geweest dan nu.[0] 
Meteoroloog Stanley B. Goldenberg citeerde uit een alarmerend rapport van de American Meteorological Society, waarin wordt gesteld dat het meeste ijs op aarde binnen nu en enkele jaren zal smelten en dat de meeste kuststeden als gevolg van de zeespiegelstijging onbewoonbaar zullen worden.[0] 
Het rapport is geschreven in november 1922.[0] 
“Raad eens wat er daarna gebeurde,” zei Goldenberg.[0] 
“De aarde koelde af.” [1]
Emeritus hoogleraar Richard A. Keen van de Universiteit van Colorado vulde de uitspraak van dr. Ball aan en wees erop dat het sinds het ontstaan van de aarde bijna altijd warmer is geweest dan nu.[4] 
Uit het geologische bewijs blijkt dat er in de afgelopen 4,65 miljard jaar gedurende vijf tot 10 procent van die tijd substantiële hoeveelheden ijs op aarde waren, aldus Keen.[0]
Harris voegde daaraan toe dat de CO2-waarden niet eerder zo laag waren als nu.[5] ",2019-11-02,ninefornews,untrusted,3.33
24678,https://www.dlmplus.nl/2018/09/15/enige-oprechte-troonrede-2018/,Enige oprechte troonrede 2018,"Den Haag, 18 september 2018   Leden der Staten-Generaal, bestuurders van multinationals en grootaandeelhouders, Ik wil u feliciteren met de enorme vooruitgang die ons land in de afgelopen periode dankzij uw inzet tot stand heeft gebracht.[0] 
Onze vermogens namen enorm toe.[0] 
Dankzij het democratische mandaat dat wij van de kiezers kregen op de verkiezingsdag weten wij dat er een weergaloos vertrouwen in ons beleid is.[0] 
Vandaar dat we in het volste vertrouwen de dividendbelasting gaan afschaffen, de vennootschapsbelasting gaan verlagen en de BTW gaan verhogen.[0] 
Op deze manier blijven alle kosten en opbrengsten netjes in balans met als bijkomend voordeel dat we de gelden overhevelen van het volk naar ons, de elite![0] 
Dankzij de sleepnetwet hebben wij de beschikking over alle relevante data van elk van de 17 miljoen inwoners.[5] 
Dit, geachte toehoorders, vormt de basis – het fundament – van onze veiligheid en bescherming van onze opgebouwde vermogens.[0] 
Alleen door kennis van privacygevoelige informatie kunnen wij ons tegen extremistische aanvallen weren en opstandige elementen het zwijgen opleggen.[0] 
Op elk moment kan de overheid deze gegevens bekijken en zelfs de data op de computers aanpassen indien afwijkingen bij burgers van de nationale lijn worden ontdekt of dat zij de nationale veiligheid bedreigen.[5] 
In het Midden-Oosten blijft, dankzij onze steun aan anti-Assad verzetsgroepen, het conflict in volle gang.[0] ",15-9-2018,dlmplus,untrusted,5
2784,https://nu.nl/artikel/6122660,Dit betekenen de verkiezingsuitslagen: vier opvallende conclusies,"Wat zijn de belangrijkste conclusies van de Tweede Kamerverkiezingen?[0] 
Moeten VVD en D66 op zoek naar een stabiele meerderheid in het parlement of is een minderheidskabinet juist de beste optie?[0] 
En wat betekent de winst van FVD en het verlies van de PVV?[0] 
NU.nl sprak erover met politicologen Sarah de Lange (UvA) en Joost van Spanje (Royal Holloway-universiteit in Londen).[0] 
Pas op het laatste moment zette D66 de inhaalrace in.[0] 
Aanvankelijk zou het spannend worden tussen PVV, CDA en D66 wie de tweede partij zou worden, maar laatstgenoemde kreeg die plek direct bij de exitpolls stevig in handen.[1] 
""Op basis van onderzoek kun je zeggen dat kiezers strategisch hebben gestemd zoals dat gebeurt in een tweestrijd, terwijl er geen tweestrijd was in de campagne"", aldus De Lange.[0] 
De situatie doet denken aan de verkiezingen in 2012, toen PvdA en VVD wel in een tweestrijd belandden in de campagne, ten koste van de SP die de winst in de peilingen zag verdampen.[1] ""Veel winst van D66 ten opzichte van de peilingen komt van kiezers die anders op GroenLinks en in mindere mate op de PvdA hadden gestemd, in de hoop het komend kabinet hun kant op te trekken.""[1] 
Het gevolg is dat GroenLinks flink heeft verloren (van veertien naar acht zetels) en dat PvdA het monsterverlies van 2017 niet heeft goed weten te maken; de partij blijft steken op negen zetels.[1] ",18-3-2021,nu,trusted,1
17279,https://www.martinvrijland.nl/nieuws-analyses/waarom-u-niet-zou-moeten-gaan-stemmen/,Waarom u niet zou moeten gaan stemmen,"Het mooie van verkiezingstijd is dat de altijd zo ernstige blik van politici ineens weer verandert in een grote grijns, dat politici iets gaan doen waar ze eigenlijk alleen bij de jehova’s getuigen echt goed in zijn en dat de beloftes je weer om de oren vliegen.[0] 
Eigenlijk is de aanblik van al die fanatieke politici niet eens het meest interessante, maar is het vooral het schijnbare effect dat ze op mensen hebben.[0] 
De discussieprogramma’s waarin politici uitgenodigd worden, geeft ze een kans om hun goed in elkaar gedraaide campagnescript toe te lichten en hun bedrevenheid in professioneel draaien en konkelen te tonen.[0] 
Het is simpelweg topsport wat ze doen.[0] 
Als je topsporter wilt worden, is het handig om jong te beginnen en heel veel kilometers te maken.[0] 
Max Verstappen is een zoon van ouders met race ervaring.[1] 
Het scheelt als het al een beetje in je DNA zit.[0] 
De vader van Sven Kramer was vroeger ook een professioneel schaatser.[1] 
Politici moeten in staat zijn om iets wat slecht is geweest met woorden om te buigen naar iets positiefs.[5] 
Het is handig als dat in je genen zit.[0]",20-2-2017,martinvrijland,untrusted,2.33
2038,https://nu.nl/artikel/6122562,Griekspoor kan net niet stunten in Mexico en strandt voor kwartfinales,"Tallon Griekspoor is er in de nacht van woensdag op donderdag (Nederlandse tijd) net niet in geslaagd de kwartfinales van het ATP-toernooi in het Mexicaanse Acapulco te bereiken.[1]
Casper Ruud bleek in de tweede ronde in drie sets te sterk.[1] 
De 24-jarige Griekspoor leek op weg naar een stunt tegen de nummer 25 van de wereld uit Noorwegen.[0] 
Hij verweerde zich kranig en was in de derde set drie punten verwijderd van de overwinning, maar Ruud zegevierde uiteindelijk in de tiebreak: 6-4, 3-6, 6-7 (3).[1]
Daarmee kwam er een einde aan de zegereeks van Griekspoor in Mexico.[1] 
De Nederlander begon het toernooi in de kwalificaties en rekende daarin af met Hernan Casanova, Thanasi Kokkinakis en Denis Kudla, die hij ook in de eerste ronde van het hoofdschema de baas was.[1] 
Door zijn nipte nederlaag tegen de 22-jarige Ruud loopt Griekspoor in de kwartfinales een krachtmeting met Alexander Zverev mis.[1] 
De Duitser is als tweede geplaatst in Acapulco, achter titelfavoriet Stéfanos Tsitsipás.[1] 
Het was de tweede keer dit jaar dat Griekspoor meedeed aan het hoofdschema van een ATP-toernooi.[1] 
In februari bereikte hij via de kwalificaties het hardcourttoernooi in Marseille, waar hij in de achtste finales werd verslagen door de Fransman Ugo Humbert.[1] ",18-3-2021,nu,trusted,1
17150,https://www.martinvrijland.nl/nieuws-analyses/rectificatie-aangaande-arjan-bos-en-de-website-earth-matters/,Rectificatie aangaande Arjan Bos en de website Earth Matters,"Als ik te snel ben geweest of simpelweg fout zat met mijn aannames, dan geef ik dat graag openlijk toe.[0] 
Dat moet nu met zekerheid worden gezegd aangaande mijn stellingname over Arjan Bos en de website Earth Matters.[0] 
Achter de schermen is er uitgebreid contact geweest en heb ik zelfs stukken in kunnen zien.[0] 
Hierdoor kan ik niet anders dan concluderen dat Arjan de waarheid heeft gesproken aangaande zijn woon-, werk- en inkomstensituatie.[0] 
De reden van het ontstaan van mijn achterdocht begon bij het bekijken van de Crowd Power filmpjes, waarin ik veelal constateerde dat zaken die ik diezelfde week op mijn website besproken had, als onderwerp in de filmpjes terug zag.[0] 
Ook viel op dat Arjan min of meer mijn persoonlijke situatie leek te kopiëren.[0] 
Nu alles is besproken en verklaard, kan ik niet anders zeggen dan dat Arjan’s situatie inderdaad veel op de mijne lijkt en dat hij inderdaad eerlijk is geweest.[0] 
Dat wil zeggen dat ik ook daadwerkelijk de bewijzen onder ogen heb gezien.[0] 
En hoewel ik er rekening mee houdt dat elk bewijs gefabriceerd kan worden, vind ik het bewonderenswaardig dat Arjan zoveel openheid heeft getoond.[0] 
Ik vertrouw Arjan en het getoonde bewijs.[0] ",2-10-2017,martinvrijland,untrusted,0
23922,https://nieuwspaal.nl/demonstratie-voor-en-tegen-elfstedentocht-loopt-uit-de-hand/,Demonstratie Elfstedentocht loopt uit de hand,"Een demonstratie van zowel voor- als tegenstanders van de Elfstedentocht is dit weekend uit de hand gelopen.[5] 
De politie had grote moeite om beide groepen in Leeuwarden uit elkaar te houden.[5] 
In Friesland wordt al jarenlang gediscussieerd over het wel of niet houden van een Elfstedentocht.[3] 
De laatste Elfstedentocht is al ruim 23 jaar geleden.[1] 
Aanhangers van de Elfstedentocht eisen dat de beruchte schaatstocht snel weer verreden mag worden.[5] 
Tegenstanders van de Elfstedentocht vinden het te warm.[5] 
“Een Elfstedentocht is niet meer van deze tijd.[0] 
Het klimaat is nou eenmaal veranderd”, zegt een van de demonstranten.[3] 
“Bovendien is het nu zomer.[1] 
Hoe wil je met dit weer een schaatstocht organiseren?”[0] ",2020-06-22,nieuwspaal,untrusted,3.5
15135,https://niburu.co/12514,Zo zal de mensheid buitenaardsen begroeten,"Wanneer de machthebbers op aarde de keuze hebben tussen het vriendschappelijk benaderen van ons bezoekende buitenaardsen of het ontketenen van een oorlog, zullen ze altijd voor het laatste kiezen.[5] 
Wat dat betreft is er helemaal niets veranderd sinds de tijd van het Wilde Westen, waar men eerst schoot en pas later vragen stelde.[0] 
Er zijn inmiddels talloze films en boeken verschenen over buitenaardse invasies en het is een onderwerp dat de meeste mensen ook niet onbekend zal voor komen.[1] 
Daarnaast is er natuurlijk de elite en hun plannen om de mensheid te dwingen tot de New World Order door het kunstmatig creëren van een dergelijke invasie, waardoor de mensheid een gemeenschappelijke vijand heeft.[5] 
Dit is het beruchte Project Blue Beam.[0]
Naast dat alles zijn er ook nog de echte buitenaardsen en ondanks dat ze hier altijd al hebben rondgelopen, doen we net alsof ze niet bestaan.[4]
Maar, hoe zouden de mensen op deze aarde werkelijk reageren als er een vloot buitenaardse schepen zou worden waargenomen die linea recta richting aarde koersen?[0] 
Zouden wij ze met open armen ontvangen of bombarderen met kernwapens?[0]
Als we de Engelse voormalige leger UFO specialist Nick Pope mogen geloven, het laatste.[0]
Zo vertelt Nick Pope in een recent interview dat een invasie van buitenaardsen helemaal niet denkbeeldig is en dat wij er goed aan zouden doen om ons daaop voor te bereiden.[0] ",11-12-2017,niburu,untrusted,3.75
10264,https://speld.nl/2020/10/29/amsterdammers-gaan-niet-meer-naar-teststraat-te-grootschalig-geworden/,Amsterdammers gaan niet meer naar teststraat: ‘Te grootschalig geworden’,"Ongeveer de helft van de coronatests in Amsterdam blijft onbenut.[1] 
Dit komt deels omdat mensen buiten Amsterdam nu in eigen regio kunnen testen, maar ook komt het omdat Amsterdammers vinden dat de coronateststraat te populair en grootschalig is geworden.[3] 
“De eerste maanden was het echt nog heel nice”, zegt de 20-jarige Justus.[0] 
“Toen was het klein en moest je heel erg je best doen om aan de beurt te komen.[2] 
Maar daarna wist iedereen ervan en toen was het gewoon niet leuk meer.[0] 
Ik ben daar al weken niet geweest.[0]
” Daar is de 32-jarige Jessie het mee eens.[0] 
Ze heeft zich niet meer laten testen sinds de tweede golf.[0] 
“Het is gewoon echt anders dan eerst.[0] 
Alles is ook ingericht op het testen van zoveel mogelijk mensen, enzo.[1] ",29-10-2020,speld,untrusted,1.75
14363,https://niburu.co/11900,Maker van Nibiru graancirkel ontdekt? (video),"Al in 1994 joegen helikopters van het Britse leger op UFO’s op de plek waar enkele dagen geleden een bijzondere graancirkel werd aangetroffen.[4] 
Dit alles gebeurt in het Engelse graafschap Wiltshire en daar komt nu ook één van de meest spectaculaire UFO opnames van dit jaar vandaan.[5] 
We schreven gisteren een artikel over een bijzondere graancirkel die was gemaakt in het Engelse graafschap Wiltshire.[1] 
Wiltshire (vaak afgekort tot Wilts) is een ceremonieel graafschap in het zuidwesten van Engeland, met Trowbridge als administratief centrum.[1] 
Het grenst aan de graafschappen Somerset in het westen, Dorset en Hampshire in het zuiden, Gloucestershire in het noorden en Oxfordshire en Berkshire in het oosten.[1] 
Inclusief de unitary authority van Swindon omvat het graafschap 3.476 km².[1] 
Het landschap van Wiltshire wordt gekenmerkt door open vlakten met krijtheuvels en brede valleien.[1] 
De laagvlakte van de Salisbury Plains is beroemd vanwege het megalithisch monument Stonehenge.[1] 
Met een monument als Stonehenge in Wiltshire weet je dat je te maken hebt met een bijzondere plek, waar ook al voor onze bekende geschiedenis buitenaardse bezoekers kwamen.[5]
Wanneer we voor nu even de onzinnige theorie van mannen met plankjes onder de voeten die complexe graancirkels maken binnen een paar minuten midden in de nacht omdat ze dat leuk vinden, buiten beschouwing laten, dan zijn deze graancirkels nog steeds een raadsel.[0]",31-5-2017,niburu,untrusted,2.22
21588,https://nieuwspaal.nl/coronapatient-richard-denk-alsjeblieft-aan-de-economie/,Coronapatiënt Richard: “Denk alsjeblieft aan de economie”,"Anderhalve week geleden hoorde Richard dat hij het coronavirus heeft.[0]
Nu ligt hij op de intensive care van het UMC Meppel.[0] 
In de afgelopen dagen is zijn toestand sterk verslechterd.[0] 
“Ademhalen is heel lastig.[0]
 Ik heb telkens het gevoel dat ik stik”, hijgt hij.[0]
“Niet leuk natuurlijk, maar je moet het allemaal wel in het juiste perspectief zien.[0] 
De schade die dit virus aanricht aan de economie is nog veel groter.[3] 
Veel bedrijven hebben het nu moeilijk.[1] 
Denk eens aan de banken, die genoodzaakt zijn hun hypotheekrente te verhogen.[1] 
Of Shell, dat door de coronacrisis aanzienlijk minder winst maakt.[1] ",2020-03-26,nieuwspaal,untrusted,1.67
21524,https://nieuwspaal.nl/kunstenaar-tim-kuyleman-populair-in-china/,Kunstenaar Tim Kuyleman (3) populair in China,"In Nederland is hij nog vrij onbekend, maar in China is dat wel anders.[5] 
Daar kan Tim Kuyleman al niet meer rustig over straat.[5] 
De 3-jarige kunstenaar is razend populair in Azië.[5] 
Kuyleman heeft een uitgesproken, unieke stijl.[0] 
Hij wordt geroemd om de door hem zelf bedachte vingerverftechniek, waarbij hij uitsluitend zijn wijsvingers gebruikt.[5] 
Het surrealistische werk “Papa en Mama Met Huis En Zon” is waarschijnlijk het meest geroemd.[5] 
In China krijgen ze maar geen genoeg van de jonge Nederlandse kunstenaar.[5] 
De website van vader, waarop zijn meest recente werken zijn afgebeeld, krijgt dagelijks enkele tientallen bezoekers uit het Verre Oosten.[5] 
Kuyleman zelf houdt zich op de achtergrond.[0] 
Ondanks zijn plotselinge roem zijn er vooralsnog geen plannen voor een expositie in China.[3]",2018-09-27,nieuwspaal,untrusted,4.75
